timestamp,heart_rate,enhanced_speed,cadence,power,position_lat,position_long,distance,temperature,fractional_cadence,enhanced_altitude,enhanced_respiration_rate,accumulated_power,unknown_field_0,unknown_field_1,unknown_field_4,unknown_field_8,unknown_field_90,unknown_field_134,unknown_field_137,unknown_field_138,unknown_field_144
Timestamp(2025-03-11T15:53:23+01:00),149,3.9280,67,211,551349337,174589870,7082.8000,SInt8(14),0.0000,830.8000,34.2000,347535,,,,,SInt8(-5),100,91,91,149
Timestamp(2025-03-11T15:53:24+01:00),150,3.4150,65,201,551349173,174590340,7086.3300,SInt8(14),0.0000,831.0000,34.2000,347736,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:53:25+01:00),150,3.8260,67,230,551348958,174590883,7090.0600,SInt8(14),0.0000,831.2000,34.2000,347966,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:53:26+01:00),150,3.5740,70,233,551348876,174591447,7093.7700,SInt8(14),0.0000,831.4000,34.2000,348199,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:53:27+01:00),151,3.6200,70,202,551348729,174591949,7097.3800,SInt8(14),0.0000,831.6000,34.2000,348401,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:53:28+01:00),151,3.0320,67,211,551348475,174592337,7101.1000,SInt8(14),0.0000,831.8000,33.4300,348612,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:53:29+01:00),151,3.2840,67,221,551348287,174592787,7104.2200,SInt8(14),0.0000,832.2000,33.4300,348833,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:53:30+01:00),152,3.7230,67,215,551348156,174593381,7107.5900,SInt8(14),0.0000,832.4000,33.4300,349048,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:53:31+01:00),152,4.1800,67,225,551347979,174594021,7111.5900,SInt8(14),0.0000,832.6000,33.4300,349273,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:53:32+01:00),152,3.8910,68,217,551347890,174594657,7115.6200,SInt8(14),0.0000,833.0000,33.4300,349490,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:53:33+01:00),152,3.9280,69,191,551347837,174595366,7120.0700,SInt8(14),0.0000,833.2000,34.1000,349681,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:53:34+01:00),153,4.0400,69,223,551347677,174596064,7125.0600,SInt8(14),0.0000,833.4000,34.1000,349681,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:53:35+01:00),153,3.6860,67,223,551347616,174596647,7129.4000,SInt8(14),0.0000,833.6000,34.1000,350127,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:53:36+01:00),153,3.4340,64,216,551347514,174597206,7133.1700,SInt8(14),0.0000,833.8000,34.1000,350343,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:53:37+01:00),153,3.1260,63,238,551347487,174597723,7136.4700,SInt8(14),0.0000,834.0000,34.1000,350581,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:53:38+01:00),154,2.9390,62,215,551347478,174598234,7139.9200,SInt8(14),0.0000,834.4000,34.9300,350796,,,,,SInt8(-5),,91,91,154
Timestamp(2025-03-11T15:53:39+01:00),154,2.9480,60,214,551347434,174598742,7143.3300,SInt8(14),0.0000,834.6000,34.9300,351010,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:53:40+01:00),155,2.8180,59,254,551347366,174599207,7146.4400,SInt8(14),0.0000,834.8000,34.9300,351264,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:53:41+01:00),155,3.1720,60,225,551347275,174599744,7150.0700,SInt8(14),0.0000,835.0000,34.9300,351489,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:53:42+01:00),156,3.3220,62,246,551347217,174600260,7153.7400,SInt8(14),0.0000,835.4000,34.9300,351735,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:43+01:00),156,2.9300,61,256,551347173,174600680,7156.6900,SInt8(14),0.0000,835.6000,35.4900,351991,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:44+01:00),156,2.8180,58,233,551347111,174601117,7159.6800,SInt8(14),0.0000,835.8000,35.4900,352224,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:45+01:00),156,2.6690,54,213,551347055,174601535,7162.4300,SInt8(14),0.0000,836.0000,35.4900,352437,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:46+01:00),156,2.6780,56,280,551347063,174601982,7165.1400,SInt8(14),0.0000,836.2000,35.4900,352717,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:47+01:00),157,2.9390,62,252,551347059,174602500,7168.3900,SInt8(14),0.0000,836.4000,35.4900,352969,,,,,SInt8(-5),100,91,91,157
Timestamp(2025-03-11T15:53:48+01:00),155,3.2190,57,275,551347127,174603067,7171.8600,SInt8(14),0.0000,836.8000,35.0800,353244,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:53:49+01:00),155,3.5460,58,269,551347150,174603702,7175.8500,SInt8(14),0.0000,837.0000,35.0800,353513,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:53:50+01:00),155,3.8540,61,256,551347252,174604382,7179.9300,SInt8(13),0.0000,837.2000,35.0800,353769,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:53:51+01:00),156,3.8440,64,190,551347294,174605077,7184.7000,SInt8(13),0.0000,837.4000,35.0800,353959,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:52+01:00),156,3.9470,59,219,551347379,174605768,7189.4300,SInt8(13),0.0000,837.4000,35.0800,354178,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:53+01:00),156,4.3200,59,243,551347534,174606505,7194.5500,SInt8(13),0.0000,837.6000,34.0100,354421,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:54+01:00),156,4.6190,61,218,551347762,174607226,7199.8700,SInt8(13),0.0000,837.8000,34.0100,354639,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:53:55+01:00),155,4.8890,58,242,551347990,174607951,7205.1600,SInt8(13),0.0000,838.0000,34.0100,354881,,,,,SInt8(-5),,91,91,155
Timestamp(2025-03-11T15:53:56+01:00),154,5.2070,61,241,551348301,174608671,7210.5800,SInt8(13),0.0000,838.2000,34.0100,355122,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:53:57+01:00),155,5.1880,63,136,551348544,174609431,7215.9500,SInt8(13),0.0000,838.2000,34.0100,355258,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:53:58+01:00),155,5.2160,64,112,551348769,174610234,7221.4900,SInt8(13),0.0000,838.4000,30.1600,355370,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:53:59+01:00),155,5.5330,66,101,551349059,174611067,7226.9900,SInt8(13),0.0000,838.4000,30.1600,355471,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:54:00+01:00),154,5.8970,66,0,551349313,174612025,7233.3700,SInt8(13),0.0000,838.4000,30.1600,355471,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:54:01+01:00),154,5.9160,66,0,551349479,174613028,7240.2000,SInt8(13),0.0000,838.6000,30.1600,355471,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:54:02+01:00),152,6.1020,0,0,551349585,174614060,7247.0700,SInt8(13),0.0000,838.6000,30.1600,355471,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:54:03+01:00),151,6.4380,0,0,551349627,174615142,7253.9500,SInt8(13),0.0000,838.6000,29.9500,355471,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:54:04+01:00),150,6.4200,0,0,551349592,174616195,7260.6700,SInt8(13),0.0000,838.6000,29.9500,355471,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:54:05+01:00),149,6.2700,0,0,551349584,174617211,7267.3900,SInt8(13),0.0000,838.6000,29.9500,355471,,,,,SInt8(-5),100,91,91,149
Timestamp(2025-03-11T15:54:06+01:00),149,6.1300,0,0,551349597,174618217,7274.2400,SInt8(13),0.0000,838.4000,29.9500,355471,,,,,SInt8(-5),100,91,91,149
Timestamp(2025-03-11T15:54:07+01:00),149,6.2240,0,0,551349598,174619222,7281.0100,SInt8(13),0.0000,838.4000,29.9500,355471,,,,,SInt8(-5),100,91,91,149
Timestamp(2025-03-11T15:54:08+01:00),148,6.4660,0,0,551349644,174620242,7287.7200,SInt8(13),0.0000,838.2000,29.4100,355471,,,,,SInt8(-5),100,91,91,148
Timestamp(2025-03-11T15:54:09+01:00),147,7.3060,0,0,551349607,174621492,7295.4200,SInt8(13),0.0000,838.2000,29.4100,355471,,,,,SInt8(-5),100,91,91,147
Timestamp(2025-03-11T15:54:10+01:00),147,7.1190,0,0,551349614,174622586,7302.7300,SInt8(13),0.0000,838.0000,29.4100,355471,,,,,SInt8(-5),100,91,91,147
Timestamp(2025-03-11T15:54:11+01:00),146,7.4090,0,0,551349638,174623769,7310.4700,SInt8(13),0.0000,837.8000,29.4100,355471,,,,,SInt8(-5),100,91,91,146
Timestamp(2025-03-11T15:54:12+01:00),144,7.5300,0,0,551349600,174624945,7318.3700,SInt8(13),0.0000,837.6000,29.4100,355471,,,,,SInt8(-5),,91,91,144
Timestamp(2025-03-11T15:54:13+01:00),144,7.3900,0,0,551349424,174626062,7326.0600,SInt8(13),0.0000,837.4000,30.6300,355471,,,,,SInt8(-5),100,91,91,144
Timestamp(2025-03-11T15:54:14+01:00),143,7.2130,0,0,551349126,174627088,7333.3900,SInt8(14),0.0000,837.2000,30.6300,355471,,,,,SInt8(-5),100,91,91,143
Timestamp(2025-03-11T15:54:15+01:00),141,7.1010,0,0,551348806,174628071,7340.4500,SInt8(14),0.0000,837.0000,30.6300,355471,,,,,SInt8(-5),100,91,91,141
Timestamp(2025-03-11T15:54:16+01:00),139,6.7740,3,0,551348529,174629026,7347.4600,SInt8(14),0.0000,836.8000,30.6300,355471,,,,,SInt8(-5),100,91,91,139
Timestamp(2025-03-11T15:54:17+01:00),136,6.4480,41,101,551348227,174629878,7353.5900,SInt8(14),0.0000,836.6000,30.6300,355572,,,,,SInt8(-5),100,91,91,136
Timestamp(2025-03-11T15:54:18+01:00),135,6.4570,74,239,551348102,174630836,7359.1200,SInt8(14),0.0000,836.4000,30.6300,355811,,,,,SInt8(-5),100,91,91,135
Timestamp(2025-03-11T15:54:19+01:00),135,6.4290,75,269,551348029,174631848,7365.6700,SInt8(14),0.0000,836.2000,31.0500,356080,,,,,SInt8(-5),100,91,91,135
Timestamp(2025-03-11T15:54:20+01:00),136,6.2890,75,189,551347961,174632855,7372.1300,SInt8(14),0.0000,836.2000,31.0500,356269,,,,,SInt8(-5),100,91,91,136
Timestamp(2025-03-11T15:54:21+01:00),136,6.2520,74,211,551347899,174633860,7378.5600,SInt8(14),0.0000,836.0000,31.0500,356480,,,,,SInt8(-5),100,91,91,136
Timestamp(2025-03-11T15:54:22+01:00),136,6.0650,71,220,551347850,174634838,7384.8900,SInt8(14),0.0000,836.0000,31.0500,356700,,,,,SInt8(-5),100,91,91,136
Timestamp(2025-03-11T15:54:23+01:00),136,5.8970,71,196,551347768,174635805,7391.0400,SInt8(13),0.0000,836.0000,30.1500,356700,,,,,SInt8(-5),100,91,91,136
Timestamp(2025-03-11T15:54:24+01:00),136,5.7760,70,196,551347688,174636761,7397.2200,SInt8(13),0.0000,836.0000,30.1500,357092,,,,,SInt8(-5),100,91,91,136
Timestamp(2025-03-11T15:54:25+01:00),135,6.0090,70,216,551347550,174637749,7403.7400,SInt8(13),0.0000,836.0000,30.1500,357308,,,,,SInt8(-5),100,91,91,135
Timestamp(2025-03-11T15:54:26+01:00),134,6.2140,71,190,551347357,174638703,7410.1600,SInt8(13),0.0000,835.8000,30.1500,357498,,,,,SInt8(-5),100,91,91,134
Timestamp(2025-03-11T15:54:27+01:00),134,6.0000,70,213,551347123,174639588,7415.9200,SInt8(13),0.0000,835.8000,30.1500,357711,,,,,SInt8(-5),100,91,91,134
Timestamp(2025-03-11T15:54:28+01:00),134,5.7200,70,221,551346914,174640443,7421.6400,SInt8(13),0.0000,835.8000,30.7300,357711,,,,,SInt8(-5),100,91,91,134
Timestamp(2025-03-11T15:54:29+01:00),133,5.4770,67,221,551346676,174641269,7427.4300,SInt8(13),0.0000,835.8000,30.7300,358153,,,,,SInt8(-5),,91,91,133
Timestamp(2025-03-11T15:54:30+01:00),133,5.2250,66,243,551346451,174642052,7432.9800,SInt8(13),0.0000,836.0000,30.7300,358396,,,,,SInt8(-5),100,91,91,133
Timestamp(2025-03-11T15:54:31+01:00),132,4.7490,64,274,551346229,174642728,7438.0400,SInt8(13),0.0000,836.0000,30.7300,358670,,,,,SInt8(-5),100,91,91,132
Timestamp(2025-03-11T15:54:32+01:00),132,4.8330,62,278,551346042,174643458,7442.8800,SInt8(13),0.0000,836.0000,30.7300,358948,,,,,SInt8(-5),100,91,91,132
Timestamp(2025-03-11T15:54:33+01:00),134,4.7310,64,292,551345844,174644133,7447.6500,SInt8(13),0.0000,836.2000,29.1400,359240,,,,,SInt8(-5),100,91,91,134
Timestamp(2025-03-11T15:54:34+01:00),136,4.3110,65,326,551345685,174644758,7452.0400,SInt8(13),0.0000,836.4000,29.1400,359566,,,,,SInt8(-5),100,91,91,136
Timestamp(2025-03-11T15:54:35+01:00),138,4.0780,63,291,551345525,174645342,7455.7800,SInt8(13),0.0000,836.6000,29.1400,359857,,,,,SInt8(-5),100,91,91,138
Timestamp(2025-03-11T15:54:36+01:00),138,3.8540,60,325,551345370,174645915,7459.7200,SInt8(13),0.0000,836.8000,29.1400,360182,,,,,SInt8(-5),100,91,91,138
Timestamp(2025-03-11T15:54:37+01:00),139,3.7700,59,312,551345264,174646543,7463.8400,SInt8(13),0.0000,837.0000,29.1400,360494,,,,,SInt8(-5),100,91,91,139
Timestamp(2025-03-11T15:54:38+01:00),140,3.7320,57,324,551345103,174647130,7468.0300,SInt8(13),0.0000,837.2000,30.0600,360818,,,,,SInt8(-5),100,91,91,140
Timestamp(2025-03-11T15:54:39+01:00),141,3.6200,58,254,551344958,174647704,7472.1500,SInt8(13),0.0000,837.4000,30.0600,361072,,,,,SInt8(-5),100,91,91,141
Timestamp(2025-03-11T15:54:40+01:00),141,3.4900,58,261,551344777,174648243,7475.8400,SInt8(13),0.0000,837.6000,30.0600,361333,,,,,SInt8(-5),100,91,91,141
Timestamp(2025-03-11T15:54:41+01:00),142,3.5360,59,232,551344540,174648774,7479.7100,SInt8(13),0.0000,837.8000,30.0600,361565,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:42+01:00),142,3.9000,60,206,551344357,174649450,7484.1500,SInt8(13),0.0000,838.0000,30.0600,361771,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:43+01:00),142,4.3010,63,219,551344215,174650228,7489.3200,SInt8(13),0.0000,838.4000,29.0900,361990,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:44+01:00),141,4.7680,65,212,551344124,174651096,7495.3100,SInt8(13),0.0000,838.6000,29.0900,362202,,,,,SInt8(-5),100,91,91,141
Timestamp(2025-03-11T15:54:45+01:00),142,4.7870,66,223,551344007,174651907,7500.9100,SInt8(13),0.0000,838.6000,29.0900,362425,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:46+01:00),142,4.8520,71,186,551343917,174652748,7506.4600,SInt8(13),0.0000,839.0000,29.0900,362611,,,,,SInt8(-5),,91,91,142
Timestamp(2025-03-11T15:54:47+01:00),143,5.0760,71,108,551343820,174653649,7512.0400,SInt8(13),0.0000,839.2000,29.0900,362611,,,,,SInt8(-5),100,91,91,143
Timestamp(2025-03-11T15:54:48+01:00),142,5.5240,75,108,551343750,174654692,7519.0300,SInt8(13),0.0000,839.4000,31.2100,362827,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:49+01:00),142,6.0650,83,154,551343624,174655721,7526.0500,SInt8(13),0.0000,839.4000,31.2100,362981,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:50+01:00),142,6.5870,88,138,551343473,174656775,7533.1400,SInt8(13),0.0000,839.6000,31.2100,363119,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:51+01:00),142,6.6900,90,126,551343230,174657759,7540.2200,SInt8(13),0.0000,839.6000,31.2100,363245,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:52+01:00),142,6.5870,86,172,551342887,174658627,7546.9500,SInt8(13),0.0000,839.8000,31.2100,363417,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:53+01:00),142,6.1580,84,184,551342531,174659377,7553.4700,SInt8(13),0.0000,839.8000,30.6500,363601,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:54+01:00),142,6.0840,82,200,551342212,174660142,7559.2500,SInt8(13),0.0000,839.8000,30.6500,363801,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:55+01:00),142,5.7940,82,216,551341906,174660857,7564.4700,SInt8(13),0.0000,839.8000,30.6500,364017,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:56+01:00),142,5.3000,83,198,551341648,174661558,7569.5400,SInt8(13),0.0000,839.8000,30.6500,364215,,,,,SInt8(-5),100,91,91,142
Timestamp(2025-03-11T15:54:57+01:00),143,5.1040,79,190,551341409,174662277,7574.7800,SInt8(13),0.0000,840.0000,30.6500,364405,,,,,SInt8(-5),100,91,91,143
Timestamp(2025-03-11T15:54:58+01:00),143,4.7400,82,196,551341178,174662931,7579.7900,SInt8(13),0.0000,840.0000,30.2700,364601,,,,,SInt8(-5),100,91,91,143
Timestamp(2025-03-11T15:54:59+01:00),143,4.6280,86,154,551340969,174663594,7584.4500,SInt8(13),0.0000,840.2000,30.2700,364755,,,,,SInt8(-5),100,91,91,143
Timestamp(2025-03-11T15:55:00+01:00),143,4.5440,82,181,551340769,174664244,7589.2500,SInt8(13),0.0000,840.2000,30.2700,364936,,,,,SInt8(-5),100,91,91,143
Timestamp(2025-03-11T15:55:01+01:00),144,4.4410,81,190,551340580,174664871,7593.2300,SInt8(13),0.0000,840.4000,30.2700,365126,,,,,SInt8(-5),100,91,91,144
Timestamp(2025-03-11T15:55:02+01:00),145,4.4230,79,213,551340388,174665536,7597.9800,SInt8(13),0.0000,840.6000,30.2700,365339,,,,,SInt8(-5),100,91,91,145
Timestamp(2025-03-11T15:55:03+01:00),144,4.3200,76,220,551340207,174666166,7602.6300,SInt8(13),0.0000,840.8000,31.9900,365559,,,,,SInt8(-5),100,91,91,144
Timestamp(2025-03-11T15:55:04+01:00),145,3.9100,71,254,551340061,174666723,7606.7300,SInt8(13),0.0000,841.0000,31.9900,365813,,,,,SInt8(-5),100,91,91,145
Timestamp(2025-03-11T15:55:05+01:00),145,3.7880,69,262,551339922,174667285,7610.4600,SInt8(13),0.0000,841.2000,31.9900,366075,,,,,SInt8(-5),100,91,91,145
Timestamp(2025-03-11T15:55:06+01:00),144,3.6950,69,279,551339835,174667871,7614.3800,SInt8(13),0.0000,841.6000,31.9900,366075,,,,,SInt8(-5),100,91,91,144
Timestamp(2025-03-11T15:55:07+01:00),144,3.6950,65,279,551339772,174668454,7618.2300,SInt8(13),0.0000,841.8000,31.9900,366633,,,,,SInt8(-5),100,91,91,144
Timestamp(2025-03-11T15:55:08+01:00),146,3.5830,65,270,551339752,174669014,7622.0800,SInt8(13),0.0000,842.2000,33.5300,366903,,,,,SInt8(-5),100,91,91,146
Timestamp(2025-03-11T15:55:09+01:00),146,3.5740,65,278,551339737,174669569,7625.6900,SInt8(13),0.0000,842.6000,33.5300,367181,,,,,SInt8(-5),,91,91,146
Timestamp(2025-03-11T15:55:10+01:00),147,3.5180,66,247,551339754,174670108,7629.2000,SInt8(13),0.0000,842.8000,33.5300,367428,,,,,SInt8(-5),100,91,91,147
Timestamp(2025-03-11T15:55:11+01:00),149,3.6110,65,257,551339826,174670664,7632.8600,SInt8(13),0.0000,843.2000,33.5300,367685,,,,,SInt8(-5),100,91,91,149
Timestamp(2025-03-11T15:55:12+01:00),149,3.8720,67,249,551339908,174671267,7636.5400,SInt8(13),0.0000,843.4000,33.5300,367934,,,,,SInt8(-5),100,91,91,149
Timestamp(2025-03-11T15:55:13+01:00),150,4.0400,63,280,551340008,174671886,7640.3500,SInt8(13),0.0000,843.6000,33.5300,368214,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:14+01:00),150,4.3570,67,258,551340157,174672555,7644.7500,SInt8(13),0.0000,843.8000,34.9500,368472,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:15+01:00),151,4.5810,67,198,551340374,174673214,7649.3500,SInt8(13),0.0000,844.2000,34.9500,368670,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:55:16+01:00),152,4.7210,69,186,551340640,174673863,7654.1100,SInt8(13),0.0000,844.4000,34.9500,368856,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:17+01:00),152,4.9360,74,183,551340900,174674568,7659.2600,SInt8(13),0.0000,844.6000,34.9500,369039,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:18+01:00),151,5.1230,76,193,551341142,174675303,7664.4700,SInt8(13),0.0000,844.8000,35.5000,369232,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:55:19+01:00),151,5.1410,77,208,551341431,174675985,7669.4000,SInt8(13),0.0000,845.0000,35.5000,369440,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:55:20+01:00),151,4.8800,79,175,551341754,174676625,7674.5100,SInt8(13),0.0000,845.2000,35.5000,369615,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:55:21+01:00),150,5.4120,81,207,551342184,174677282,7679.9600,SInt8(13),0.0000,845.2000,35.5000,369822,,,,,SInt8(-5),,91,91,150
Timestamp(2025-03-11T15:55:22+01:00),150,5.5610,84,216,551342611,174677966,7685.7400,SInt8(13),0.0000,845.4000,35.5000,370038,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:23+01:00),150,5.7480,85,222,551343094,174678636,7692.4400,SInt8(13),0.0000,845.6000,35.0900,370260,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:24+01:00),150,5.7100,86,187,551343575,174679201,7698.3600,SInt8(13),0.0000,845.8000,35.0900,370447,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:25+01:00),150,5.7010,84,188,551344129,174679574,7704.2600,SInt8(13),0.0000,846.0000,35.0900,370635,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:26+01:00),150,5.9250,83,209,551344648,174680011,7710.0100,SInt8(13),0.0000,846.0000,35.0900,370844,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:27+01:00),150,5.8780,83,160,551345199,174680265,7715.4200,SInt8(13),0.0000,846.2000,35.0900,371004,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:28+01:00),150,5.7570,83,151,551345738,174680494,7720.4900,SInt8(13),0.0000,846.4000,35.2000,371155,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:29+01:00),150,5.9810,84,160,551346330,174680713,7726.2800,SInt8(13),0.0000,846.6000,35.2000,371315,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:30+01:00),151,5.8970,86,159,551346897,174680801,7731.1400,SInt8(13),0.0000,846.6000,35.2000,371474,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:55:31+01:00),150,5.7940,86,188,551347487,174681051,7736.7400,SInt8(13),0.0000,846.8000,35.2000,371662,,,,,SInt8(-5),100,91,91,150
Timestamp(2025-03-11T15:55:32+01:00),151,5.0850,86,185,551347990,174681204,7741.3200,SInt8(13),0.0000,847.0000,35.2000,371847,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:55:33+01:00),151,5.1790,84,192,551348541,174681440,7746.5700,SInt8(13),0.0000,847.0000,35.2800,372039,,,,,SInt8(-5),100,91,91,151
Timestamp(2025-03-11T15:55:34+01:00),152,4.8050,83,193,551348950,174681898,7751.5300,SInt8(13),0.0000,847.2000,35.2800,372232,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:35+01:00),152,4.4410,85,169,551349319,174682349,7756.1200,SInt8(13),0.0000,847.4000,35.2800,372401,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:36+01:00),152,4.1240,73,270,551349579,174682798,7759.5600,SInt8(13),0.0000,847.6000,35.2800,372671,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:37+01:00),152,3.7790,72,279,551349748,174683329,7763.0700,SInt8(13),0.0000,848.0000,35.2800,372950,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:38+01:00),152,3.2380,66,260,551349930,174683788,7766.3800,SInt8(13),0.0000,848.2000,35.3300,373210,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:39+01:00),153,2.9390,66,229,551349955,174684290,7769.4300,SInt8(13),0.0000,848.4000,35.3300,373439,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:55:40+01:00),153,3.0600,66,307,551349988,174684805,7772.5200,SInt8(13),0.0000,848.8000,35.3300,373439,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:55:41+01:00),152,3.0040,65,307,551349961,174685282,7775.5400,SInt8(13),0.0000,849.0000,35.3300,374053,,,,,SInt8(-5),100,91,91,152
Timestamp(2025-03-11T15:55:42+01:00),153,3.0320,68,326,551349835,174685736,7778.5800,SInt8(13),0.0000,849.2000,35.3300,374379,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:55:43+01:00),153,2.5570,64,342,551349759,174686093,7780.9900,SInt8(13),0.0000,849.4000,35.7600,374721,,,,,SInt8(-5),100,91,91,153
Timestamp(2025-03-11T15:55:44+01:00),154,2.2390,58,295,551349673,174686420,7783.1800,SInt8(13),0.0000,849.8000,35.7600,375016,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:55:45+01:00),154,2.5290,59,279,551349568,174686811,7785.4700,SInt8(13),0.0000,850.2000,35.7600,375295,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:55:46+01:00),154,2.2670,58,264,551349552,174687188,7787.9400,SInt8(13),0.0000,850.4000,35.7600,375559,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:55:47+01:00),154,1.9030,58,286,551349666,174687553,7790.6900,SInt8(13),0.0000,850.8000,35.7600,375845,,,,,SInt8(-5),100,91,91,154
Timestamp(2025-03-11T15:55:48+01:00),155,1.9310,59,268,551349742,174687927,7793.0600,SInt8(13),0.0000,851.0000,34.8600,376113,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:55:49+01:00),155,1.9500,59,279,551349803,174688317,7795.5400,SInt8(13),0.0000,851.2000,34.8600,376392,,,,,SInt8(-5),100,91,91,155
Timestamp(2025-03-11T15:55:50+01:00),156,2.0530,59,264,551349859,174688729,7798.5400,SInt8(13),0.0000,851.6000,34.8600,376392,,,,,SInt8(-5),100,91,91,156
Timestamp(2025-03-11T15:55:51+01:00),156,2.0620,58,264,551349806,174689104,7801.3000,SInt8(13),0.0000,851.8000,34.8600,376920,,,,,SInt8(-5),100,91,91,156
